Level_Emosi,Tipe_Emosi,Sumber_Emosi,Pertanyaan_Analisis
Sangat Buruk,Kecewa,Sekolah,Apa yang membuat kamu merasa kecewa di Sekolah? | Apa yang bisa menyebabkan perasaan kecewa kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kecewa? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Bagaimana kamu bisa mengatasi rasa kecewa setelah situasi yang tidak sesuai harapan di Sekolah?
Sangat Buruk,Frustrasi,Kantor,"Apa yang membuat kamu merasa frustrasi di Kantor? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kantor? | Bagaimana situasi di Kantor mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kantor? | Ketika merasa frustrasi di Kantor, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Kampus,Apa yang membuat kamu merasa frustrasi di Kampus? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kampus? | Bagaimana situasi di Kampus mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kampus? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Kampus?
Sangat Buruk,Frustrasi,Taman,Apa yang membuat kamu merasa frustrasi di Taman? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Taman? | Bagaimana situasi di Taman mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Taman? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Taman?
Sangat Buruk,Frustrasi,Kafe,"Apa yang membuat kamu merasa frustrasi di Kafe? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kafe? | Bagaimana situasi di Kafe mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kafe? | Ketika merasa frustrasi di Kafe, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Gym,Apa yang membuat kamu merasa frustrasi di Gym? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Gym? | Bagaimana situasi di Gym mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Gym? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Gym?
Sangat Buruk,Frustrasi,Museum,Apa yang membuat kamu merasa frustrasi di Museum? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Museum? | Bagaimana situasi di Museum mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Museum? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Museum?
Sangat Buruk,Frustrasi,Pantai,"Apa yang membuat kamu merasa frustrasi di Pantai? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pantai? | Bagaimana situasi di Pantai mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pantai? | Ketika merasa frustrasi di Pantai, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Perpustakaan,Apa yang membuat kamu merasa frustrasi di Perpustakaan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Perpustakaan? | Bagaimana situasi di Perpustakaan mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Perpustakaan? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Perpustakaan?
Sangat Buruk,Frustrasi,Pertemuan,"Apa yang membuat kamu merasa frustrasi di Pertemuan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pertemuan? | Bagaimana situasi di Pertemuan mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pertemuan? | Ketika merasa frustrasi di Pertemuan, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Restoran,Apa yang membuat kamu merasa frustrasi di Restoran? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Restoran? | Bagaimana situasi di Restoran mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Restoran? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Restoran?
Sangat Buruk,Frustrasi,Transportasi Umum,"Apa yang membuat kamu merasa frustrasi di Transportasi Umum? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Transportasi Umum? | Bagaimana situasi di Transportasi Umum mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Transportasi Umum? | Ketika merasa frustrasi di Transportasi Umum, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Tempat Ibadah,Apa yang membuat kamu merasa frustrasi di Tempat Ibadah? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Tempat Ibadah? | Bagaimana situasi di Tempat Ibadah mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Tempat Ibadah? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Tempat Ibadah?
Sangat Buruk,Frustrasi,Pasar,"Apa yang membuat kamu merasa frustrasi di Pasar? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pasar? | Bagaimana situasi di Pasar mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pasar? | Ketika merasa frustrasi di Pasar, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Event,Apa yang membuat kamu merasa frustrasi di Event? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Event? | Bagaimana situasi di Event mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Event? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Event?
Sangat Buruk,Frustrasi,Lokasi Olahraga,"Apa yang membuat kamu merasa frustrasi di Lokasi Olahraga? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Lokasi Olahraga? | Bagaimana situasi di Lokasi Olahraga mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Lokasi Olahraga? | Ketika merasa frustrasi di Lokasi Olahraga, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Studio Seni,"Apa yang membuat kamu merasa frustrasi di Studio Seni? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Studio Seni? | Bagaimana situasi di Studio Seni mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Studio Seni? | Ketika merasa frustrasi di Studio Seni, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Kantor Pemerintah,"Apa yang membuat kamu merasa frustrasi di Kantor Pemerintah? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kantor Pemerintah? | Bagaimana situasi di Kantor Pemerintah mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Kantor Pemerintah? | Ketika merasa frustrasi di Kantor Pemerintah, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Kegiatan Sosial,"Apa yang membuat kamu merasa frustrasi di Kegiatan Sosial? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kegiatan Sosial? | Bagaimana situasi di Kegiatan Sosial mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kegiatan Sosial? | Ketika merasa frustrasi di Kegiatan Sosial, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Bandara,"Apa yang membuat kamu merasa frustrasi di Bandara? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Bandara? | Bagaimana situasi di Bandara mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bandara? | Ketika merasa frustrasi di Bandara, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Stadion,Apa yang membuat kamu merasa frustrasi di Stadion? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Stadion? | Bagaimana situasi di Stadion mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Stadion? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Stadion?
Sangat Buruk,Frustrasi,Pusat Perbelanjaan,Apa yang membuat kamu merasa frustrasi di Pusat Perbelanjaan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pusat Perbelanjaan? | Bagaimana situasi di Pusat Perbelanjaan mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pusat Perbelanjaan? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Pusat Perbelanjaan?
Sangat Buruk,Frustrasi,Bioskop,Apa yang membuat kamu merasa frustrasi di Bioskop? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Bioskop? | Bagaimana situasi di Bioskop mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Bioskop? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Bioskop?
Sangat Buruk,Frustrasi,Hotel,Apa yang membuat kamu merasa frustrasi di Hotel? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Hotel? | Bagaimana situasi di Hotel mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Hotel? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Hotel?
Sangat Buruk,Frustrasi,Kantor Pos,"Apa yang membuat kamu merasa frustrasi di Kantor Pos? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kantor Pos? | Bagaimana situasi di Kantor Pos mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kantor Pos? | Ketika merasa frustrasi di Kantor Pos, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Pelabuhan,Apa yang membuat kamu merasa frustrasi di Pelabuhan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pelabuhan? | Bagaimana situasi di Pelabuhan mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pelabuhan? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Pelabuhan?
Sangat Buruk,Frustrasi,Pabrik,"Apa yang membuat kamu merasa frustrasi di Pabrik? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pabrik? | Bagaimana situasi di Pabrik mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pabrik? | Ketika merasa frustrasi di Pabrik, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Gedung Serbaguna,Apa yang membuat kamu merasa frustrasi di Gedung Serbaguna? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Gedung Serbaguna? | Bagaimana situasi di Gedung Serbaguna mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Gedung Serbaguna? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Gedung Serbaguna?
Sangat Buruk,Frustrasi,Stasiun Kereta,Apa yang membuat kamu merasa frustrasi di Stasiun Kereta? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Stasiun Kereta? | Bagaimana situasi di Stasiun Kereta mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Stasiun Kereta? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Stasiun Kereta?
Sangat Buruk,Frustrasi,Gedung Pertunjukan,"Apa yang membuat kamu merasa frustrasi di Gedung Pertunjukan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Gedung Pertunjukan? | Bagaimana situasi di Gedung Pertunjukan mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Gedung Pertunjukan? | Ketika merasa frustrasi di Gedung Pertunjukan, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Balai Kota,Apa yang membuat kamu merasa frustrasi di Balai Kota? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Balai Kota? | Bagaimana situasi di Balai Kota mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Balai Kota? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Balai Kota?
Sangat Buruk,Frustrasi,Terminal Bus,"Apa yang membuat kamu merasa frustrasi di Terminal Bus? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Terminal Bus? | Bagaimana situasi di Terminal Bus mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Terminal Bus? | Ketika merasa frustrasi di Terminal Bus, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Rumah Sakit,"Apa yang membuat kamu merasa frustrasi di Rumah Sakit? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Rumah Sakit? | Bagaimana situasi di Rumah Sakit mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Rumah Sakit? | Ketika merasa frustrasi di Rumah Sakit, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Apotek,"Apa yang membuat kamu merasa frustrasi di Apotek? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Apotek? | Bagaimana situasi di Apotek mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Apotek? | Ketika merasa frustrasi di Apotek, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Gudang,Apa yang membuat kamu merasa frustrasi di Gudang? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Gudang? | Bagaimana situasi di Gudang mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Gudang? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Gudang?
Sangat Buruk,Frustrasi,Arena Konser,Apa yang membuat kamu merasa frustrasi di Arena Konser? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Arena Konser? | Bagaimana situasi di Arena Konser mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Arena Konser? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Arena Konser?
Sangat Buruk,Frustrasi,Kuil,"Apa yang membuat kamu merasa frustrasi di Kuil? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kuil? | Bagaimana situasi di Kuil mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kuil? | Ketika merasa frustrasi di Kuil, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Hutan,"Apa yang membuat kamu merasa frustrasi di Hutan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Hutan? | Bagaimana situasi di Hutan mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Hutan? | Ketika merasa frustrasi di Hutan, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Desa,Apa yang membuat kamu merasa frustrasi di Desa? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Desa? | Bagaimana situasi di Desa mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Desa? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Desa?
Sangat Buruk,Frustrasi,Perkebunan,"Apa yang membuat kamu merasa frustrasi di Perkebunan? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Perkebunan? | Bagaimana situasi di Perkebunan mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Perkebunan? | Ketika merasa frustrasi di Perkebunan, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Pulau,"Apa yang membuat kamu merasa frustrasi di Pulau? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pulau? | Bagaimana situasi di Pulau mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Pulau? | Ketika merasa frustrasi di Pulau, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Bukit,"Apa yang membuat kamu merasa frustrasi di Bukit? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Bukit? | Bagaimana situasi di Bukit mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Bukit? | Ketika merasa frustrasi di Bukit, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Danau,"Apa yang membuat kamu merasa frustrasi di Danau? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Danau? | Bagaimana situasi di Danau mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Danau? | Ketika merasa frustrasi di Danau, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Sungai,Apa yang membuat kamu merasa frustrasi di Sungai? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Sungai? | Bagaimana situasi di Sungai mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Sungai? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Sungai?
Sangat Buruk,Frustrasi,Taman Nasional,Apa yang membuat kamu merasa frustrasi di Taman Nasional? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Taman Nasional? | Bagaimana situasi di Taman Nasional mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Taman Nasional? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Taman Nasional?
Sangat Buruk,Frustrasi,Zona Industri,Apa yang membuat kamu merasa frustrasi di Zona Industri? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Zona Industri? | Bagaimana situasi di Zona Industri mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Zona Industri? | Bagaimana kamu mengatasi rasa frustrasi saat mengalami hambatan di Zona Industri?
Sangat Buruk,Frustrasi,Pusat Kebugaran,"Apa yang membuat kamu merasa frustrasi di Pusat Kebugaran? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Pusat Kebugaran? | Bagaimana situasi di Pusat Kebugaran mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Pusat Kebugaran? | Ketika merasa frustrasi di Pusat Kebugaran, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Kedai Buku,"Apa yang membuat kamu merasa frustrasi di Kedai Buku? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Kedai Buku? | Bagaimana situasi di Kedai Buku mempengaruhi perasaan kamu yang frustrasi? | Apa langkah yang dapat kamu ambil untuk memperbaiki perasaan sangat buruk di Kedai Buku? | Ketika merasa frustrasi di Kedai Buku, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
Sangat Buruk,Frustrasi,Galeri Seni,"Apa yang membuat kamu merasa frustrasi di Galeri Seni? | Apa yang bisa menyebabkan perasaan frustrasi kamu di Galeri Seni? | Bagaimana situasi di Galeri Seni mempengaruhi perasaan kamu yang frustrasi? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Galeri Seni? | Ketika merasa frustrasi di Galeri Seni, apa yang bisa kamu lakukan untuk mengurangi perasaan itu?"
